"country","year","gdpPercap","lifeExp"
"Gambia",1977,884.7552507,41.842
"Gambia",1982,835.8096108,45.58
"Gambia",1987,611.6588611,49.265
"Gambia",1992,665.6244126,52.644
"Gambia",1997,653.7301704,55.861
"Gambia",2002,660.5855997,58.041
"Gambia",2007,752.7497265,59.448
"Germany",1952,7144.114393,67.5
"Germany",1957,10187.82665,69.1
"Germany",1962,12902.46291,70.3
"Germany",1967,14745.62561,70.8
"Germany",1972,18016.18027,71
"Germany",1977,20512.92123,72.5
"Germany",1982,22031.53274,73.8
"Germany",1987,24639.18566,74.847
"Germany",1992,26505.30317,76.07
"Germany",1997,27788.88416,77.34
"Germany",2002,30035.80198,78.67
"Germany",2007,32170.37442,79.406
"Ghana",1952,911.2989371,43.149
"Ghana",1957,1043.561537,44.779
"Ghana",1962,1190.041118,46.452
"Ghana",1967,1125.69716,48.072
"Ghana",1972,1178.223708,49.875
"Ghana",1977,993.2239571,51.756
"Ghana",1982,876.032569,53.744
"Ghana",1987,847.0061135,55.729
"Ghana",1992,925.060154,57.501
"Ghana",1997,1005.245812,58.556
"Ghana",2002,1111.984578,58.453
"Ghana",2007,1327.60891,60.022
"Greece",1952,3530.690067,65.86
"Greece",1957,4916.299889,67.86
"Greece",1962,6017.190733,69.51
"Greece",1967,8513.097016,71
"Greece",1972,12724.82957,72.34
"Greece",1977,14195.52428,73.68
"Greece",1982,15268.42089,75.24
"Greece",1987,16120.52839,76.67
"Greece",1992,17541.49634,77.03
"Greece",1997,18747.69814,77.869
"Greece",2002,22514.2548,78.256
"Greece",2007,27538.41188,79.483
"Guatemala",1952,2428.237769,42.023
"Guatemala",1957,2617.155967,44.142
"Guatemala",1962,2750.364446,46.954
"Guatemala",1967,3242.531147,50.016
"Guatemala",1972,4031.408271,53.738
"Guatemala",1977,4879.992748,56.029
"Guatemala",1982,4820.49479,58.137
"Guatemala",1987,4246.485974,60.782
"Guatemala",1992,4439.45084,63.373
"Guatemala",1997,4684.313807,66.322
"Guatemala",2002,4858.347495,68.978
"Guatemala",2007,5186.050003,70.259
"Guinea",1952,510.1964923,33.609
"Guinea",1957,576.2670245,34.558
"Guinea",1962,686.3736739,35.753
"Guinea",1967,708.7595409,37.197
"Guinea",1972,741.6662307,38.842
"Guinea",1977,874.6858643,40.762
"Guinea",1982,857.2503577,42.891
"Guinea",1987,805.5724718,45.552
"Guinea",1992,794.3484384,48.576
"Guinea",1997,869.4497668,51.455
"Guinea",2002,945.5835837,53.676
"Guinea",2007,942.6542111,56.007
"Guinea-Bissau",1952,299.850319,32.5
"Guinea-Bissau",1957,431.7904566,33.489
"Guinea-Bissau",1962,522.0343725,34.488
"Guinea-Bissau",1967,715.5806402,35.492
"Guinea-Bissau",1972,820.2245876,36.486
"Guinea-Bissau",1977,764.7259628,37.465
"Guinea-Bissau",1982,838.1239671,39.327
"Guinea-Bissau",1987,736.4153921,41.245
"Guinea-Bissau",1992,745.5398706,43.266
"Guinea-Bissau",1997,796.6644681,44.873
"Guinea-Bissau",2002,575.7047176,45.504
"Guinea-Bissau",2007,579.231743,46.388
"Haiti",1952,1840.366939,37.579
"Haiti",1957,1726.887882,40.696
"Haiti",1962,1796.589032,43.59
"Haiti",1967,1452.057666,46.243
"Haiti",1972,1654.456946,48.042
"Haiti",1977,1874.298931,49.923
"Haiti",1982,2011.159549,51.461
"Haiti",1987,1823.015995,53.636
"Haiti",1992,1456.309517,55.089
"Haiti",1997,1341.726931,56.671
"Haiti",2002,1270.364932,58.137
"Haiti",2007,1201.637154,60.916
"Honduras",1952,2194.926204,41.912
"Honduras",1957,2220.487682,44.665
"Honduras",1962,2291.156835,48.041
"Honduras",1967,2538.269358,50.924
"Honduras",1972,2529.842345,53.884
"Honduras",1977,3203.208066,57.402
"Honduras",1982,3121.760794,60.909
"Honduras",1987,3023.096699,64.492
"Honduras",1992,3081.694603,66.399
"Honduras",1997,3160.454906,67.659
"Honduras",2002,3099.72866,68.565
"Honduras",2007,3548.330846,70.198
"Hong Kong, China",1952,3054.421209,60.96
"Hong Kong, China",1957,3629.076457,64.75
"Hong Kong, China",1962,4692.648272,67.65
"Hong Kong, China",1967,6197.962814,70
"Hong Kong, China",1972,8315.928145,72
"Hong Kong, China",1977,11186.14125,73.6
"Hong Kong, China",1982,14560.53051,75.45
"Hong Kong, China",1987,20038.47269,76.2
"Hong Kong, China",1992,24757.60301,77.601
"Hong Kong, China",1997,28377.63219,80
"Hong Kong, China",2002,30209.01516,81.495
"Hong Kong, China",2007,39724.97867,82.208
"Hungary",1952,5263.673816,64.03
"Hungary",1957,6040.180011,66.41
"Hungary",1962,7550.359877,67.96
"Hungary",1967,9326.64467,69.5
"Hungary",1972,10168.65611,69.76
"Hungary",1977,11674.83737,69.95
"Hungary",1982,12545.99066,69.39
"Hungary",1987,12986.47998,69.58
"Hungary",1992,10535.62855,69.17
"Hungary",1997,11712.7768,71.04
"Hungary",2002,14843.93556,72.59
"Hungary",2007,18008.94444,73.338
"Iceland",1952,7267.688428,72.49
"Iceland",1957,9244.001412,73.47
"Iceland",1962,10350.15906,73.68
"Iceland",1967,13319.89568,73.73
"Iceland",1972,15798.06362,74.46
"Iceland",1977,19654.96247,76.11
"Iceland",1982,23269.6075,76.99
"Iceland",1987,26923.20628,77.23
"Iceland",1992,25144.39201,78.77
"Iceland",1997,28061.09966,78.95
"Iceland",2002,31163.20196,80.5
"Iceland",2007,36180.78919,81.757
"India",1952,546.5657493,37.373
"India",1957,590.061996,40.249
"India",1962,658.3471509,43.605
"India",1967,700.7706107,47.193
"India",1972,724.032527,50.651
"India",1977,813.337323,54.208
"India",1982,855.7235377,56.596
"India",1987,976.5126756,58.553
"India",1992,1164.406809,60.223
"India",1997,1458.817442,61.765
"India",2002,1746.769454,62.879
"India",2007,2452.210407,64.698
"Indonesia",1952,749.6816546,37.468
"Indonesia",1957,858.9002707,39.918
"Indonesia",1962,849.2897701,42.518
"Indonesia",1967,762.4317721,45.964
"Indonesia",1972,1111.107907,49.203
"Indonesia",1977,1382.702056,52.702
"Indonesia",1982,1516.872988,56.159
"Indonesia",1987,1748.356961,60.137
"Indonesia",1992,2383.140898,62.681
"Indonesia",1997,3119.335603,66.041
"Indonesia",2002,2873.91287,68.588
"Indonesia",2007,3540.651564,70.65
"Iran",1952,3035.326002,44.869
"Iran",1957,3290.257643,47.181
"Iran",1962,4187.329802,49.325
"Iran",1967,5906.731805,52.469
"Iran",1972,9613.818607,55.234
"Iran",1977,11888.59508,57.702
"Iran",1982,7608.334602,59.62
"Iran",1987,6642.881371,63.04
"Iran",1992,7235.653188,65.742
"Iran",1997,8263.590301,68.042
"Iran",2002,9240.761975,69.451
"Iran",2007,11605.71449,70.964
"Iraq",1952,4129.766056,45.32
"Iraq",1957,6229.333562,48.437
"Iraq",1962,8341.737815,51.457
"Iraq",1967,8931.459811,54.459
"Iraq",1972,9576.037596,56.95
"Iraq",1977,14688.23507,60.413
"Iraq",1982,14517.90711,62.038
"Iraq",1987,11643.57268,65.044
"Iraq",1992,3745.640687,59.461
"Iraq",1997,3076.239795,58.811
"Iraq",2002,4390.717312,57.046
"Iraq",2007,4471.061906,59.545
"Ireland",1952,5210.280328,66.91
"Ireland",1957,5599.077872,68.9
"Ireland",1962,6631.597314,70.29
"Ireland",1967,7655.568963,71.08
"Ireland",1972,9530.772896,71.28
"Ireland",1977,11150.98113,72.03
"Ireland",1982,12618.32141,73.1
"Ireland",1987,13872.86652,74.36
"Ireland",1992,17558.81555,75.467
"Ireland",1997,24521.94713,76.122
"Ireland",2002,34077.04939,77.783
"Ireland",2007,40675.99635,78.885
"Israel",1952,4086.522128,65.39
"Israel",1957,5385.278451,67.84
"Israel",1962,7105.630706,69.39
"Israel",1967,8393.741404,70.75
"Israel",1972,12786.93223,71.63
"Israel",1977,13306.61921,73.06
"Israel",1982,15367.0292,74.45
"Israel",1987,17122.47986,75.6
"Israel",1992,18051.52254,76.93
"Israel",1997,20896.60924,78.269
"Israel",2002,21905.59514,79.696
"Israel",2007,25523.2771,80.745
"Italy",1952,4931.404155,65.94
"Italy",1957,6248.656232,67.81
"Italy",1962,8243.58234,69.24
"Italy",1967,10022.40131,71.06
"Italy",1972,12269.27378,72.19
"Italy",1977,14255.98475,73.48
"Italy",1982,16537.4835,74.98
"Italy",1987,19207.23482,76.42
"Italy",1992,22013.64486,77.44
"Italy",1997,24675.02446,78.82
"Italy",2002,27968.09817,80.24
"Italy",2007,28569.7197,80.546
"Jamaica",1952,2898.530881,58.53
"Jamaica",1957,4756.525781,62.61
"Jamaica",1962,5246.107524,65.61
"Jamaica",1967,6124.703451,67.51
"Jamaica",1972,7433.889293,69
"Jamaica",1977,6650.195573,70.11
"Jamaica",1982,6068.05135,71.21
"Jamaica",1987,6351.237495,71.77
"Jamaica",1992,7404.923685,71.766
"Jamaica",1997,7121.924704,72.262
"Jamaica",2002,6994.774861,72.047
"Jamaica",2007,7320.880262,72.567
"Japan",1952,3216.956347,63.03
"Japan",1957,4317.694365,65.5
"Japan",1962,6576.649461,68.73
"Japan",1967,9847.788607,71.43
"Japan",1972,14778.78636,73.42
"Japan",1977,16610.37701,75.38
"Japan",1982,19384.10571,77.11
"Japan",1987,22375.94189,78.67
"Japan",1992,26824.89511,79.36
"Japan",1997,28816.58499,80.69
"Japan",2002,28604.5919,82
"Japan",2007,31656.06806,82.603
"Jordan",1952,1546.907807,43.158
"Jordan",1957,1886.080591,45.669
"Jordan",1962,2348.009158,48.126
"Jordan",1967,2741.796252,51.629
"Jordan",1972,2110.856309,56.528
"Jordan",1977,2852.351568,61.134
"Jordan",1982,4161.415959,63.739
"Jordan",1987,4448.679912,65.869
"Jordan",1992,3431.593647,68.015
"Jordan",1997,3645.379572,69.772
"Jordan",2002,3844.917194,71.263
"Jordan",2007,4519.461171,72.535
"Kenya",1952,853.540919,42.27
"Kenya",1957,944.4383152,44.686
"Kenya",1962,896.9663732,47.949
"Kenya",1967,1056.736457,50.654
"Kenya",1972,1222.359968,53.559
"Kenya",1977,1267.613204,56.155
"Kenya",1982,1348.225791,58.766
"Kenya",1987,1361.936856,59.339
"Kenya",1992,1341.921721,59.285
"Kenya",1997,1360.485021,54.407
"Kenya",2002,1287.514732,50.992
"Kenya",2007,1463.249282,54.11
"Korea, Dem. Rep.",1952,1088.277758,50.056
"Korea, Dem. Rep.",1957,1571.134655,54.081
"Korea, Dem. Rep.",1962,1621.693598,56.656
"Korea, Dem. Rep.",1967,2143.540609,59.942
"Korea, Dem. Rep.",1972,3701.621503,63.983
"Korea, Dem. Rep.",1977,4106.301249,67.159
"Korea, Dem. Rep.",1982,4106.525293,69.1
"Korea, Dem. Rep.",1987,4106.492315,70.647
"Korea, Dem. Rep.",1992,3726.063507,69.978
"Korea, Dem. Rep.",1997,1690.756814,67.727
"Korea, Dem. Rep.",2002,1646.758151,66.662
"Korea, Dem. Rep.",2007,1593.06548,67.297
"Korea, Rep.",1952,1030.592226,47.453
"Korea, Rep.",1957,1487.593537,52.681
"Korea, Rep.",1962,1536.344387,55.292
"Korea, Rep.",1967,2029.228142,57.716
"Korea, Rep.",1972,3030.87665,62.612
"Korea, Rep.",1977,4657.22102,64.766
"Korea, Rep.",1982,5622.942464,67.123
"Korea, Rep.",1987,8533.088805,69.81
"Korea, Rep.",1992,12104.27872,72.244
"Korea, Rep.",1997,15993.52796,74.647
"Korea, Rep.",2002,19233.98818,77.045
"Korea, Rep.",2007,23348.13973,78.623
"Kuwait",1952,108382.3529,55.565
"Kuwait",1957,113523.1329,58.033
"Kuwait",1962,95458.11176,60.47
"Kuwait",1967,80894.88326,64.624
"Kuwait",1972,109347.867,67.712
"Kuwait",1977,59265.47714,69.343
"Kuwait",1982,31354.03573,71.309
"Kuwait",1987,28118.42998,74.174
"Kuwait",1992,34932.91959,75.19
"Kuwait",1997,40300.61996,76.156
"Kuwait",2002,35110.10566,76.904
"Kuwait",2007,47306.98978,77.588
"Lebanon",1952,4834.804067,55.928
"Lebanon",1957,6089.786934,59.489
"Lebanon",1962,5714.560611,62.094
"Lebanon",1967,6006.983042,63.87
"Lebanon",1972,7486.384341,65.421
"Lebanon",1977,8659.696836,66.099
"Lebanon",1982,7640.519521,66.983
"Lebanon",1987,5377.091329,67.926
"Lebanon",1992,6890.806854,69.292
"Lebanon",1997,8754.96385,70.265
"Lebanon",2002,9313.93883,71.028
"Lebanon",2007,10461.05868,71.993
"Lesotho",1952,298.8462121,42.138
"Lesotho",1957,335.9971151,45.047
"Lesotho",1962,411.8006266,47.747
"Lesotho",1967,498.6390265,48.492
"Lesotho",1972,496.5815922,49.767
"Lesotho",1977,745.3695408,52.208
"Lesotho",1982,797.2631074,55.078
"Lesotho",1987,773.9932141,57.18
"Lesotho",1992,977.4862725,59.685
"Lesotho",1997,1186.147994,55.558
"Lesotho",2002,1275.184575,44.593
"Lesotho",2007,1569.331442,42.592
"Liberia",1952,575.5729961,38.48
"Liberia",1957,620.9699901,39.486
"Liberia",1962,634.1951625,40.502
"Liberia",1967,713.6036483,41.536
"Liberia",1972,803.0054535,42.614
"Liberia",1977,640.3224383,43.764
"Liberia",1982,572.1995694,44.852
"Liberia",1987,506.1138573,46.027
"Liberia",1992,636.6229191,40.802
"Liberia",1997,609.1739508,42.221
"Liberia",2002,531.4823679,43.753
"Liberia",2007,414.5073415,45.678
"Libya",1952,2387.54806,42.723
"Libya",1957,3448.284395,45.289
"Libya",1962,6757.030816,47.808
"Libya",1967,18772.75169,50.227
"Libya",1972,21011.49721,52.773
"Libya",1977,21951.21176,57.442
"Libya",1982,17364.27538,62.155
"Libya",1987,11770.5898,66.234
"Libya",1992,9640.138501,68.755
"Libya",1997,9467.446056,71.555
"Libya",2002,9534.677467,72.737
"Libya",2007,12057.49928,73.952
"Madagascar",1952,1443.011715,36.681
"Madagascar",1957,1589.20275,38.865
"Madagascar",1962,1643.38711,40.848
"Madagascar",1967,1634.047282,42.881
"Madagascar",1972,1748.562982,44.851
"Madagascar",1977,1544.228586,46.881
"Madagascar",1982,1302.878658,48.969
"Madagascar",1987,1155.441948,49.35
"Madagascar",1992,1040.67619,52.214
"Madagascar",1997,986.2958956,54.978
"Madagascar",2002,894.6370822,57.286
"Madagascar",2007,1044.770126,59.443
"Malawi",1952,369.1650802,36.256
"Malawi",1957,416.3698064,37.207
"Malawi",1962,427.9010856,38.41
"Malawi",1967,495.5147806,39.487
"Malawi",1972,584.6219709,41.766
"Malawi",1977,663.2236766,43.767
"Malawi",1982,632.8039209,45.642
"Malawi",1987,635.5173634,47.457
"Malawi",1992,563.2000145,49.42
"Malawi",1997,692.2758103,47.495
"Malawi",2002,665.4231186,45.009
"Malawi",2007,759.3499101,48.303
"Malaysia",1952,1831.132894,48.463
"Malaysia",1957,1810.066992,52.102
"Malaysia",1962,2036.884944,55.737
"Malaysia",1967,2277.742396,59.371
"Malaysia",1972,2849.09478,63.01
"Malaysia",1977,3827.921571,65.256
"Malaysia",1982,4920.355951,68
"Malaysia",1987,5249.802653,69.5
"Malaysia",1992,7277.912802,70.693
"Malaysia",1997,10132.90964,71.938
"Malaysia",2002,10206.97794,73.044
"Malaysia",2007,12451.6558,74.241
"Mali",1952,452.3369807,33.685
"Mali",1957,490.3821867,35.307
"Mali",1962,496.1743428,36.936
"Mali",1967,545.0098873,38.487
"Mali",1972,581.3688761,39.977
"Mali",1977,686.3952693,41.714
"Mali",1982,618.0140641,43.916
"Mali",1987,684.1715576,46.364
"Mali",1992,739.014375,48.388
"Mali",1997,790.2579846,49.903
"Mali",2002,951.4097518,51.818
"Mali",2007,1042.581557,54.467
"Mauritania",1952,743.1159097,40.543
"Mauritania",1957,846.1202613,42.338
"Mauritania",1962,1055.896036,44.248
"Mauritania",1967,1421.145193,46.289
"Mauritania",1972,1586.851781,48.437
"Mauritania",1977,1497.492223,50.852
"Mauritania",1982,1481.150189,53.599
"Mauritania",1987,1421.603576,56.145
"Mauritania",1992,1361.369784,58.333
"Mauritania",1997,1483.136136,60.43
"Mauritania",2002,1579.019543,62.247
"Mauritania",2007,1803.151496,64.164
"Mauritius",1952,1967.955707,50.986
"Mauritius",1957,2034.037981,58.089
"Mauritius",1962,2529.067487,60.246
"Mauritius",1967,2475.387562,61.557
"Mauritius",1972,2575.484158,62.944
"Mauritius",1977,3710.982963,64.93
"Mauritius",1982,3688.037739,66.711
"Mauritius",1987,4783.586903,68.74
"Mauritius",1992,6058.253846,69.745
"Mauritius",1997,7425.705295,70.736
"Mauritius",2002,9021.815894,71.954
"Mauritius",2007,10956.99112,72.801
"Mexico",1952,3478.125529,50.789
"Mexico",1957,4131.546641,55.19
"Mexico",1962,4581.609385,58.299
"Mexico",1967,5754.733883,60.11
"Mexico",1972,6809.40669,62.361
"Mexico",1977,7674.929108,65.032
"Mexico",1982,9611.147541,67.405
"Mexico",1987,8688.156003,69.498
"Mexico",1992,9472.384295,71.455
"Mexico",1997,9767.29753,73.67
"Mexico",2002,10742.44053,74.902
"Mexico",2007,11977.57496,76.195
"Mongolia",1952,786.5668575,42.244
"Mongolia",1957,912.6626085,45.248
"Mongolia",1962,1056.353958,48.251
"Mongolia",1967,1226.04113,51.253
"Mongolia",1972,1421.741975,53.754
"Mongolia",1977,1647.511665,55.491
"Mongolia",1982,2000.603139,57.489
"Mongolia",1987,2338.008304,60.222
"Mongolia",1992,1785.402016,61.271
"Mongolia",1997,1902.2521,63.625
"Mongolia",2002,2140.739323,65.033
"Mongolia",2007,3095.772271,66.803
"Montenegro",1952,2647.585601,59.164
"Montenegro",1957,3682.259903,61.448
"Montenegro",1962,4649.593785,63.728
"Montenegro",1967,5907.850937,67.178
"Montenegro",1972,7778.414017,70.636
"Montenegro",1977,9595.929905,73.066
"Montenegro",1982,11222.58762,74.101
"Montenegro",1987,11732.51017,74.865
"Montenegro",1992,7003.339037,75.435
"Montenegro",1997,6465.613349,75.445
"Montenegro",2002,6557.194282,73.981
"Montenegro",2007,9253.896111,74.543
"Morocco",1952,1688.20357,42.873
"Morocco",1957,1642.002314,45.423
"Morocco",1962,1566.353493,47.924
"Morocco",1967,1711.04477,50.335
"Morocco",1972,1930.194975,52.862
"Morocco",1977,2370.619976,55.73
"Morocco",1982,2702.620356,59.65
"Morocco",1987,2755.046991,62.677
"Morocco",1992,2948.047252,65.393
"Morocco",1997,2982.101858,67.66
"Morocco",2002,3258.495584,69.615
"Morocco",2007,3820.17523,71.164
"Mozambique",1952,468.5260381,31.286
"Mozambique",1957,495.5868333,33.779
"Mozambique",1962,556.6863539,36.161
"Mozambique",1967,566.6691539,38.113
"Mozambique",1972,724.9178037,40.328
"Mozambique",1977,502.3197334,42.495
"Mozambique",1982,462.2114149,42.795
"Mozambique",1987,389.8761846,42.861
"Mozambique",1992,410.8968239,44.284
"Mozambique",1997,472.3460771,46.344
"Mozambique",2002,633.6179466,44.026
"Mozambique",2007,823.6856205,42.082
"Myanmar",1952,331,36.319
"Myanmar",1957,350,41.905
"Myanmar",1962,388,45.108
"Myanmar",1967,349,49.379
"Myanmar",1972,357,53.07
"Myanmar",1977,371,56.059
"Myanmar",1982,424,58.056
"Myanmar",1987,385,58.339
"Myanmar",1992,347,59.32
"Myanmar",1997,415,60.328
"Myanmar",2002,611,59.908
"Myanmar",2007,944,62.069
"Namibia",1952,2423.780443,41.725
"Namibia",1957,2621.448058,45.226
"Namibia",1962,3173.215595,48.386
"Namibia",1967,3793.694753,51.159
"Namibia",1972,3746.080948,53.867
"Namibia",1977,3876.485958,56.437
"Namibia",1982,4191.100511,58.968
"Namibia",1987,3693.731337,60.835
"Namibia",1992,3804.537999,61.999
"Namibia",1997,3899.52426,58.909
"Namibia",2002,4072.324751,51.479
"Namibia",2007,4811.060429,52.906
"Nepal",1952,545.8657229,36.157
"Nepal",1957,597.9363558,37.686
"Nepal",1962,652.3968593,39.393
"Nepal",1967,676.4422254,41.472
"Nepal",1972,674.7881296,43.971
"Nepal",1977,694.1124398,46.748
"Nepal",1982,718.3730947,49.594
"Nepal",1987,775.6324501,52.537
"Nepal",1992,897.7403604,55.727
"Nepal",1997,1010.892138,59.426
"Nepal",2002,1057.206311,61.34
"Nepal",2007,1091.359778,63.785
"Netherlands",1952,8941.571858,72.13
"Netherlands",1957,11276.19344,72.99
"Netherlands",1962,12790.84956,73.23
"Netherlands",1967,15363.25136,73.82
"Netherlands",1972,18794.74567,73.75
"Netherlands",1977,21209.0592,75.24
"Netherlands",1982,21399.46046,76.05
"Netherlands",1987,23651.32361,76.83
"Netherlands",1992,26790.94961,77.42
"Netherlands",1997,30246.13063,78.03
"Netherlands",2002,33724.75778,78.53
"Netherlands",2007,36797.93332,79.762
"New Zealand",1952,10556.57566,69.39
"New Zealand",1957,12247.39532,70.26
"New Zealand",1962,13175.678,71.24
"New Zealand",1967,14463.91893,71.52
"New Zealand",1972,16046.03728,71.89
"New Zealand",1977,16233.7177,72.22
"New Zealand",1982,17632.4104,73.84
"New Zealand",1987,19007.19129,74.32
"New Zealand",1992,18363.32494,76.33
"New Zealand",1997,21050.41377,77.55
"New Zealand",2002,23189.80135,79.11
"New Zealand",2007,25185.00911,80.204
"Nicaragua",1952,3112.363948,42.314
"Nicaragua",1957,3457.415947,45.432
"Nicaragua",1962,3634.364406,48.632
"Nicaragua",1967,4643.393534,51.884
"Nicaragua",1972,4688.593267,55.151
"Nicaragua",1977,5486.371089,57.47
"Nicaragua",1982,3470.338156,59.298
"Nicaragua",1987,2955.984375,62.008
"Nicaragua",1992,2170.151724,65.843
"Nicaragua",1997,2253.023004,68.426
"Nicaragua",2002,2474.548819,70.836
"Nicaragua",2007,2749.320965,72.899
"Niger",1952,761.879376,37.444
"Niger",1957,835.5234025,38.598
"Niger",1962,997.7661127,39.487
"Niger",1967,1054.384891,40.118
"Niger",1972,954.2092363,40.546
"Niger",1977,808.8970728,41.291
"Niger",1982,909.7221354,42.598
"Niger",1987,668.3000228,44.555
"Niger",1992,581.182725,47.391
"Niger",1997,580.3052092,51.313
"Niger",2002,601.0745012,54.496
"Niger",2007,619.6768924,56.867
"Nigeria",1952,1077.281856,36.324
"Nigeria",1957,1100.592563,37.802
"Nigeria",1962,1150.927478,39.36
"Nigeria",1967,1014.514104,41.04
"Nigeria",1972,1698.388838,42.821
"Nigeria",1977,1981.951806,44.514
"Nigeria",1982,1576.97375,45.826
"Nigeria",1987,1385.029563,46.886
"Nigeria",1992,1619.848217,47.472
"Nigeria",1997,1624.941275,47.464
"Nigeria",2002,1615.286395,46.608
"Nigeria",2007,2013.977305,46.859
"Norway",1952,10095.42172,72.67
